Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1983","1983","°c","-0.045","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1984","1984","°c","-0.506","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1985","1985","°c","-0.354","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1986","1986","°c","-0.4","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1987","1987","°c","0.494","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1988","1988","°c","-0.292","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1989","1989","°c","-0.189","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1990","1990","°c","0.287","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1991","1991","°c","0.085","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1992","1992","°c","0.216","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1993","1993","°c","0.471","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1994","1994","°c","0.194","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1995","1995","°c","0.335","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1996","1996","°c","0.285","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1997","1997","°c","1.211","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1998","1998","°c","0.742","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1999","1999","°c","-0.058","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2000","2000","°c","0.354","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2001","2001","°c","0.887","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2002","2002","°c","0.801","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2003","2003","°c","0.641","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2004","2004","°c","0.749","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2005","2005","°c","0.766","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2006","2006","°c","0.99","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2007","2007","°c","0.373","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2008","2008","°c","0.5","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2009","2009","°c","1.182","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2010","2010","°c","0.809","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2011","2011","°c","0.724","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2012","2012","°c","0.941","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2013","2013","°c","0.947","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2014","2014","°c","0.652","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2015","2015","°c","1.637","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2016","2016","°c","1.251","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2017","2017","°c","0.693","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2018","2018","°c","1.094","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2019","2019","°c","0.988","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2020","2020","°c","1.015","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2021","2021","°c","1.104","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2022","2022","°c","0.668","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","2023","2023","°c","2.159","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1961","1961","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1962","1962","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1963","1963","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1964","1964","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1965","1965","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1966","1966","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1967","1967","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1968","1968","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1969","1969","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1970","1970","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1971","1971","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1972","1972","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1973","1973","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1974","1974","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1975","1975","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1976","1976","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1977","1977","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1978","1978","°c","0.345","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7010","October","1979","1979","°c","0.345","E","Estimated value"
